image_path,label,Temparature,Humidity,Moisture,Nitrogen,Potassium,Phosphorous,class_id
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4115.JPG,Phosphorus(P),1.1681835392643583,0.17357147647211393,0.16904130213257723,-0.9643475792055515,0.11658674896154095,0.9429307106770631,1
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-21.JPG,Nitrogen(N),0.6478598893880986,1.2558947269334522,1.7386658769479864,-0.8799712530033661,2.020500997132718,0.7164008102141051,0
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_5413-2.JPG,Phosphorus(P),-0.435217235890812,-0.8965221327410733,1.2829428086910086,-1.0487239054077369,0.3405766605110912,1.0939506443190352,1
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4283-18.JPG,Phosphorus(P),-0.37715536938101524,0.419387265559943,-0.1572691178214607,0.9763079234447114,-0.77937289723666,-1.3223682939525179,1
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-274.JPG,Nitrogen(N),1.2575094877409692,0.10875437785691502,-1.3323042067070476,-0.6268422743968101,-0.33139307413755953,1.6225204120659376,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-4.JPG,Potassium(K),0.4178455720608246,1.249779906309377,-0.3446395779410542,-0.5424659481946248,0.11658674896154095,1.6225204120659376,2
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-15.JPG,Potassium(K),-1.1944877979420074,0.24205746746175733,0.16268976111157418,-0.8799712530033661,1.2365363067092923,0.565380876572133,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-28.JPG,Nitrogen(N),-1.8242357347021152,-1.3979374239152527,-0.04373532207102901,-0.2893369695880687,-0.77937289723666,-0.18971879163772737,0
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-373.JPG,Nitrogen(N),-0.1292758623584186,-1.7220229169912464,-1.0059937867530095,1.398189554455638,-0.33139307413755953,-1.3978782607735039,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-124.JPG,Potassium(K),-0.07344714456053661,-1.3221136481767186,-0.6534832600873335,-1.0487239054077369,0.3405766605110912,0.48987090975114694,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-266.JPG,Nitrogen(N),-0.26996423120908175,-0.3046074963305793,1.9165090255360748,-0.8799712530033661,2.020500997132718,1.0184406774980492,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-351.JPG,Potassium(K),-2.2686323283732563,-0.9344340206103409,-0.7582836869338858,0.30129731382722863,-0.5553829856871098,0.1878310424672028,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-164.JPG,Nitrogen(N),0.8175791914936593,0.7080067990162997,0.350854163858793,0.385673640029414,-0.77937289723666,0.03681110882523075,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-82.JPG,Potassium(K),-0.5692061586057291,-1.5593686883908422,-0.808302072474286,-0.4580896219924394,-0.77937289723666,1.4715004784239654,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-356.JPG,Nitrogen(N),-1.4557661972360947,-1.4028292804145128,-1.029018122954146,-1.3862292102164782,2.020500997132718,-0.4917586589216715,0
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-137.JPG,Nitrogen(N),0.37094944911060357,0.34111756157177836,-0.7606655148167621,0.30129731382722863,-0.77937289723666,0.4143609429301609,0
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4352.JPG,Phosphorus(P),0.31958702873655204,-0.1994325815964833,0.4667697874921009,-0.7112186005989954,-0.77937289723666,-0.5672686257426576,1
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-25.JPG,Potassium(K),-0.34812443612611604,0.8009520725022458,1.657683728930195,-0.7955949268011807,1.6845161298083926,1.1694606111400212,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-413.JPG,Nitrogen(N),1.0386609139732723,0.7361349738870469,-1.267200911241765,-1.4706055364186634,2.020500997132718,-0.41624869210068544,0
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4302.JPG,Phosphorus(P),-0.013152129338824174,0.553913319289601,0.847862248752291,1.398189554455638,-0.77937289723666,-1.3978782607735039,1
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4333.JPG,Phosphorus(P),0.11190419852843116,2.1180844349280767,-0.7606655148167621,-0.6268422743968101,-0.77937289723666,1.5470104452449513,1
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-203.JPG,Potassium(K),-0.0801465906962827,-0.2838171062087229,-0.8479992038555558,1.4825658806578235,-0.77937289723666,-1.3978782607735039,2
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4323-36.JPG,Phosphorus(P),1.9609513319942815,0.23594264683768232,0.596976378422666,-0.5424659481946248,2.020500997132718,0.1878310424672028,1
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-342.JPG,Potassium(K),0.9225371809536772,-0.4525861554332031,0.23573248285311024,-0.7112186005989954,2.020500997132718,-0.7182885593846295,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-438.JPG,Nitrogen(N),-1.1498248237037012,0.1833551894706343,0.6731948706747041,0.63880261863597,-0.77937289723666,0.48987090975114694,0
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-82.JPG,Nitrogen(N),-0.1739388365967248,1.332941466796801,0.09202886725291386,2.1575764902753063,-0.77937289723666,-1.3978782607735039,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-127.JPG,Potassium(K),0.6299946996927751,0.9195795926093076,0.5715702143386533,0.2169209876250433,-0.77937289723666,0.4143609429301609,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-384.JPG,Nitrogen(N),0.5071715205374354,-0.540639572419888,2.097527944634665,1.8200711854665648,0.11658674896154095,-1.3978782607735039,0
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-321.JPG,Nitrogen(N),-0.24316644666609816,-0.3841001644435588,-0.7924232199217779,0.2169209876250433,-0.77937289723666,-0.03869885799575529,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-269.JPG,Potassium(K),-0.18287143144438572,-1.5006664103997192,-0.24380886423262918,1.145060575849082,-0.77937289723666,-1.3978782607735039,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-127.JPG,Nitrogen(N),-0.07568029327245224,0.09652473660876414,-1.3164253541545397,-0.5424659481946248,-0.77937289723666,1.6225204120659376,0
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-329.JPG,Potassium(K),-0.6719309993538322,-0.03433242474644851,-0.9742360816479939,0.47004996623159934,-0.77937289723666,-0.03869885799575529,2
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-23.JPG,Potassium(K),-0.19403717500396228,0.06228174111394201,1.2670639561385004,-1.3862292102164782,2.020500997132718,0.7164008102141051,2
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-369.JPG,Nitrogen(N),-1.0962292546177348,1.1543887045738015,-0.3414638074305527,0.13254466142285798,-0.77937289723666,-0.11420882481674133,0
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_3797.JPG,Phosphorus(P),-0.7634900965423578,-0.29115489095761365,0.10314406403966946,1.3138132282534527,-0.33139307413755953,-1.171348360310546,1
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-112.JPG,Potassium(K),0.6925228636264033,0.957491480478575,1.038408479382386,-0.9643475792055515,0.11658674896154095,0.791910777035091,2
Nutrient\rice_plant_lacks_nutrients\Potassium(K)\untitled-78.JPG,Potassium(K),-0.3972537077882527,1.227766552062705,0.01184066186274841,1.3138132282534527,-0.77937289723666,-1.171348360310546,2
Nutrient\rice_plant_lacks_nutrients\Phosphorus(P)\IMG_4579.JPG,Phosphorus(P),0.35531740812719653,0.3044286378273266,1.3829795797718085,-1.3018528840142929,1.6845161298083926,0.791910777035091,1
Nutrient\rice_plant_lacks_nutrients\Nitrogen(N)\untitled-213.JPG,Nitrogen(N),-1.5071286176101462,-0.41467426756393555,1.5354165642758846,1.7356948592643795,-0.77937289723666,-1.3978782607735039,0
